university_name,city,department,degree,program,duration,eligibility_criteria,test_required,fee_structure,admission_deadline,program_url
NUST,Islamabad,Atta-Ur-Rahman School of Applied Bio Sciences,MS,Healthcare Biotechnology,2 Years,16 years of education in a relevant discipline from an HEC recognized institution,NET (NUST Entry Test) / GAT (where applicable),320000.0,31-May-2026,https://nust.edu.pk/admissions/masters/dates-to-remember/
NUST,Islamabad,Atta-Ur-Rahman School of Applied Bio Sciences,MS,Industrial Biotechnology,2 Years,16 years of education in a relevant discipline from an HEC recognized institution,NET (NUST Entry Test) / GAT (where applicable),320000.0,31-May-2026,https://nust.edu.pk/admissions/masters/dates-to-remember/
NUST,Islamabad,Atta-Ur-Rahman School of Applied Bio Sciences,MS,Plant Biotechnology,2 Years,16 years of education in a relevant discipline from an HEC recognized institution,NET (NUST Entry Test) / GAT (where applicable),320000.0,31-May-2026,https://nust.edu.pk/admissions/masters/dates-to-remember/
NUST,Islamabad,Atta-Ur-Rahman School of Applied Bio Sciences,MS,Molecular Medicine,2 Years,16 years of education in a relevant discipline from an HEC recognized institution,NET (NUST Entry Test) / GAT (where applicable),320000.0,31-May-2026,https://nust.edu.pk/admissions/masters/dates-to-remember/
NUST,Islamabad,School of Natural Sciences,MS,Mathematics,2 Years,16 years of education in a relevant discipline from an HEC recognized institution,NET (NUST Entry Test) / GAT (where applicable),300000.0,31-May-2026,https://nust.edu.pk/admissions/masters/dates-to-remember/
NUST,Islamabad,School of Natural Sciences,MS,Physics,2 Years,16 years of education in a relevant discipline from an HEC recognized institution,NET (NUST Entry Test) / GAT (where applicable),300000.0,31-May-2026,https://nust.edu.pk/admissions/masters/dates-to-remember/
NUST,Islamabad,School of Natural Sciences,MS,Chemistry,2 Years,16 years of education in a relevant discipline from an HEC recognized institution,NET (NUST Entry Test) / GAT (where applicable),300000.0,31-May-2026,https://nust.edu.pk/admissions/masters/dates-to-remember/
NUST,Islamabad,School of Interdisciplinary Engineering & Sciences,MS,Computational Science And Engineering,2 Years,16 years of education in a relevant discipline from an HEC recognized institution,NET (NUST Entry Test) / GAT (where applicable),350000.0,31-May-2026,https://nust.edu.pk/admissions/masters/dates-to-remember/
NUST,Islamabad,School of Interdisciplinary Engineering & Sciences,MS,Systems Engineering,2 Years,16 years of education in a relevant discipline from an HEC recognized institution,NET (NUST Entry Test) / GAT (where applicable),350000.0,31-May-2026,https://nust.edu.pk/admissions/masters/dates-to-remember/
NUST,Islamabad,School of Interdisciplinary Engineering & Sciences,MS,Climate Change & Sustainable Development,2 Years,16 years of education in a relevant discipline from an HEC recognized institution,NET (NUST Entry Test) / GAT (where applicable),320000.0,31-May-2026,https://nust.edu.pk/admissions/masters/dates-to-remember/
NUST,Islamabad,School of Civil & Environmental Engineering,PhD,Urban & Regional Planning,3–5 Years,MS/MPhil (18 years of education) in a relevant discipline from an HEC recognized institution,NET (PhD) / GAT (Subject) / Interview,380000.0,30-June-2026,https://nust.edu.pk/admissions/phd/phd-admission-dates-to-remember/
NUST,Islamabad,School of Civil & Environmental Engineering,PhD,Construction Engineering And Management,3–5 Years,MS/MPhil (18 years of education) in a relevant discipline from an HEC recognized institution,NET (PhD) / GAT (Subject) / Interview,400000.0,30-June-2026,https://nust.edu.pk/admissions/phd/phd-admission-dates-to-remember/
NUST,Islamabad,School of Civil & Environmental Engineering,PhD,Remote Sensing And Geographical In,3–5 Years,MS/MPhil (18 years of education) in a relevant discipline from an HEC recognized institution,NET (PhD) / GAT (Subject) / Interview,380000.0,30-June-2026,https://nust.edu.pk/admissions/phd/phd-admission-dates-to-remember/
NUST,Islamabad,School of Civil & Environmental Engineering,PhD,Environmental Engineering,3–5 Years,MS/MPhil (18 years of education) in a relevant discipline from an HEC recognized institution,NET (PhD) / GAT (Subject) / Interview,400000.0,30-June-2026,https://nust.edu.pk/admissions/phd/phd-admission-dates-to-remember/
NUST,Islamabad,School of Civil & Environmental Engineering,PhD,Environmental Sciences,3–5 Years,MS/MPhil (18 years of education) in a relevant discipline from an HEC recognized institution,NET (PhD) / GAT (Subject) / Interview,380000.0,30-June-2026,https://nust.edu.pk/admissions/phd/phd-admission-dates-to-remember/
NUST,Islamabad,School of Civil & Environmental Engineering,PhD,Structural Engineering,3–5 Years,MS/MPhil (18 years of education) in a relevant discipline from an HEC recognized institution,NET (PhD) / GAT (Subject) / Interview,400000.0,30-June-2026,https://nust.edu.pk/admissions/phd/phd-admission-dates-to-remember/
NUST,Islamabad,School of Civil & Environmental Engineering,PhD,Geotechnical Engineering,3–5 Years,MS/MPhil (18 years of education) in a relevant discipline from an HEC recognized institution,NET (PhD) / GAT (Subject) / Interview,400000.0,30-June-2026,https://nust.edu.pk/admissions/phd/phd-admission-dates-to-remember/
NUST,Islamabad,School of Civil & Environmental Engineering,PhD,Transportation Engineering,3–5 Years,MS/MPhil (18 years of education) in a relevant discipline from an HEC recognized institution,NET (PhD) / GAT (Subject) / Interview,400000.0,30-June-2026,https://nust.edu.pk/admissions/phd/phd-admission-dates-to-remember/
NUST,Islamabad,School of Civil & Environmental Engineering,PhD,Water Resources And Hydropower Engineering,3–5 Years,MS/MPhil (18 years of education) in a relevant discipline from an HEC recognized institution,NET (PhD) / GAT (Subject) / Interview,400000.0,30-June-2026,https://nust.edu.pk/admissions/phd/phd-admission-dates-to-remember/
NUST,Islamabad,School of Chemical & Materials Engineering,PhD,Materials And Surface Engineering,3–5 Years,MS/MPhil (18 years of education) in a relevant discipline from an HEC recognized institution,NET (PhD) / GAT (Subject) / Interview,400000.0,30-June-2026,https://nust.edu.pk/admissions/phd/phd-admission-dates-to-remember/
NUST,Islamabad,School of Chemical & Materials Engineering,PhD,Chemical Engineering,3–5 Years,MS/MPhil (18 years of education) in a relevant discipline from an HEC recognized institution,NET (PhD) / GAT (Subject) / Interview,400000.0,30-June-2026,https://nust.edu.pk/admissions/phd/phd-admission-dates-to-remember/
NUST,Islamabad,School of Chemical & Materials Engineering,PhD,Nanoscience & Engineering,3–5 Years,MS/MPhil (18 years of education) in a relevant discipline from an HEC recognized institution,NET (PhD) / GAT (Subject) / Interview,400000.0,30-June-2026,https://nust.edu.pk/admissions/phd/phd-admission-dates-to-remember/
NUST,Islamabad,School of Electrical Engineering & Computer Science,PhD,Electrical Engineering,3–5 Years,MS/MPhil (18 years of education) in a relevant discipline from an HEC recognized institution,NET (PhD) / GAT (Subject) / Interview,400000.0,30-June-2026,https://nust.edu.pk/admissions/phd/phd-admission-dates-to-remember/
NUST,Islamabad,School of Electrical Engineering & Computer Science,PhD,Computer Science,3–5 Years,MS/MPhil (18 years of education) in a relevant discipline from an HEC recognized institution,NET (PhD) / GAT (Subject) / Interview,400000.0,30-June-2026,https://nust.edu.pk/admissions/phd/phd-admission-dates-to-remember/
NUST,Islamabad,School of Electrical Engineering & Computer Science,PhD,Artificial Intelligence,3–5 Years,MS/MPhil (18 years of education) in a relevant discipline from an HEC recognized institution,NET (PhD) / GAT (Subject) / Interview,400000.0,30-June-2026,https://nust.edu.pk/admissions/phd/phd-admission-dates-to-remember/
NUST,Islamabad,School of Electrical Engineering & Computer Science,PhD,Ai & Autonomous Systems,3–5 Years,MS/MPhil (18 years of education) in a relevant discipline from an HEC recognized institution,NET (PhD) / GAT (Subject) / Interview,380000.0,30-June-2026,https://nust.edu.pk/admissions/phd/phd-admission-dates-to-remember/
NUST,Islamabad,School of Mechanical & Manufacturing Engineering,PhD,Design And Manufacturing Engineering,3–5 Years,MS/MPhil (18 years of education) in a relevant discipline from an HEC recognized institution,NET (PhD) / GAT (Subject) / Interview,400000.0,30-June-2026,https://nust.edu.pk/admissions/phd/phd-admission-dates-to-remember/
NUST,Islamabad,School of Mechanical & Manufacturing Engineering,PhD,Robotics And Artificial Intelligence Engineering,3–5 Years,MS/MPhil (18 years of education) in a relevant discipline from an HEC recognized institution,NET (PhD) / GAT (Subject) / Interview,400000.0,30-June-2026,https://nust.edu.pk/admissions/phd/phd-admission-dates-to-remember/
NUST,Islamabad,School of Mechanical & Manufacturing Engineering,PhD,Mechanical Engineering,3–5 Years,MS/MPhil (18 years of education) in a relevant discipline from an HEC recognized institution,NET (PhD) / GAT (Subject) / Interview,400000.0,30-June-2026,https://nust.edu.pk/admissions/phd/phd-admission-dates-to-remember/
NUST,Islamabad,School of Mechanical & Manufacturing Engineering,PhD,Biomedical Engineering,3–5 Years,MS/MPhil (18 years of education) in a relevant discipline from an HEC recognized institution,NET (PhD) / GAT (Subject) / Interview,400000.0,30-June-2026,https://nust.edu.pk/admissions/phd/phd-admission-dates-to-remember/
NUST,Islamabad,School of Mechanical & Manufacturing Engineering,PhD,Biomedical Sciences,3–5 Years,MS/MPhil (18 years of education) in a relevant discipline from an HEC recognized institution,NET (PhD) / GAT (Subject) / Interview,380000.0,30-June-2026,https://nust.edu.pk/admissions/phd/phd-admission-dates-to-remember/
NUST,Islamabad,Us-Pakistan Center for Advanced Studies in Energy,PhD,Energy Systems Engineering,3–5 Years,MS/MPhil (18 years of education) in a relevant discipline from an HEC recognized institution,NET (PhD) / GAT (Subject) / Interview,400000.0,30-June-2026,https://nust.edu.pk/admissions/phd/phd-admission-dates-to-remember/
NUST,Islamabad,Us-Pakistan Center for Advanced Studies in Energy,PhD,Thermal Energy Engineering,3–5 Years,MS/MPhil (18 years of education) in a relevant discipline from an HEC recognized institution,NET (PhD) / GAT (Subject) / Interview,400000.0,30-June-2026,https://nust.edu.pk/admissions/phd/phd-admission-dates-to-remember/
NUST,Islamabad,Us-Pakistan Center for Advanced Studies in Energy,PhD,Electrical Engineering,3–5 Years,MS/MPhil (18 years of education) in a relevant discipline from an HEC recognized institution,NET (PhD) / GAT (Subject) / Interview,400000.0,30-June-2026,https://nust.edu.pk/admissions/phd/phd-admission-dates-to-remember/
NUST,Islamabad,"Nust Balochistan Campus, Quetta",PhD,Computer Science,3–5 Years,MS/MPhil (18 years of education) in a relevant discipline from an HEC recognized institution,NET (PhD) / GAT (Subject) / Interview,400000.0,30-June-2026,https://nust.edu.pk/admissions/phd/phd-admission-dates-to-remember/
NUST,Islamabad,"Nust Balochistan Campus, Quetta",PhD,Mining Engineering,3–5 Years,MS/MPhil (18 years of education) in a relevant discipline from an HEC recognized institution,NET (PhD) / GAT (Subject) / Interview,400000.0,30-June-2026,https://nust.edu.pk/admissions/phd/phd-admission-dates-to-remember/
NUST,Islamabad,"Nust Balochistan Campus, Quetta",PhD,Civil Engineering,3–5 Years,MS/MPhil (18 years of education) in a relevant discipline from an HEC recognized institution,NET (PhD) / GAT (Subject) / Interview,400000.0,30-June-2026,https://nust.edu.pk/admissions/phd/phd-admission-dates-to-remember/
NUST,Islamabad,College of Aeronautical Engineering,PhD,Electrical Engineering,3–5 Years,MS/MPhil (18 years of education) in a relevant discipline from an HEC recognized institution,NET (PhD) / GAT (Subject) / Interview,400000.0,30-June-2026,https://nust.edu.pk/admissions/phd/phd-admission-dates-to-remember/
NUST,Islamabad,College of Aeronautical Engineering,PhD,Mechanical Engineering,3–5 Years,MS/MPhil (18 years of education) in a relevant discipline from an HEC recognized institution,NET (PhD) / GAT (Subject) / Interview,400000.0,30-June-2026,https://nust.edu.pk/admissions/phd/phd-admission-dates-to-remember/
NUST,Islamabad,College of Aeronautical Engineering,PhD,Aerospace Engineering,3–5 Years,MS/MPhil (18 years of education) in a relevant discipline from an HEC recognized institution,NET (PhD) / GAT (Subject) / Interview,400000.0,30-June-2026,https://nust.edu.pk/admissions/phd/phd-admission-dates-to-remember/
NUST,Islamabad,College of Aeronautical Engineering,PhD,Avionics Engineering,3–5 Years,MS/MPhil (18 years of education) in a relevant discipline from an HEC recognized institution,NET (PhD) / GAT (Subject) / Interview,400000.0,30-June-2026,https://nust.edu.pk/admissions/phd/phd-admission-dates-to-remember/
NUST,Islamabad,College of Electrical & Mechanical Engineering,PhD,Electrical Engineering,3–5 Years,MS/MPhil (18 years of education) in a relevant discipline from an HEC recognized institution,NET (PhD) / GAT (Subject) / Interview,400000.0,30-June-2026,https://nust.edu.pk/admissions/phd/phd-admission-dates-to-remember/
NUST,Islamabad,College of Electrical & Mechanical Engineering,PhD,Mechanical Engineering,3–5 Years,MS/MPhil (18 years of education) in a relevant discipline from an HEC recognized institution,NET (PhD) / GAT (Subject) / Interview,400000.0,30-June-2026,https://nust.edu.pk/admissions/phd/phd-admission-dates-to-remember/
NUST,Islamabad,College of Electrical & Mechanical Engineering,PhD,Computer Engineering,3–5 Years,MS/MPhil (18 years of education) in a relevant discipline from an HEC recognized institution,NET (PhD) / GAT (Subject) / Interview,400000.0,30-June-2026,https://nust.edu.pk/admissions/phd/phd-admission-dates-to-remember/
NUST,Islamabad,College of Electrical & Mechanical Engineering,PhD,Mechatronics Engineering,3–5 Years,MS/MPhil (18 years of education) in a relevant discipline from an HEC recognized institution,NET (PhD) / GAT (Subject) / Interview,400000.0,30-June-2026,https://nust.edu.pk/admissions/phd/phd-admission-dates-to-remember/
NUST,Islamabad,College of Electrical & Mechanical Engineering,PhD,Engineering Management,3–5 Years,MS/MPhil (18 years of education) in a relevant discipline from an HEC recognized institution,NET (PhD) / GAT (Subject) / Interview,400000.0,30-June-2026,https://nust.edu.pk/admissions/phd/phd-admission-dates-to-remember/
NUST,Islamabad,College of Electrical & Mechanical Engineering,PhD,Software Engineering,3–5 Years,MS/MPhil (18 years of education) in a relevant discipline from an HEC recognized institution,NET (PhD) / GAT (Subject) / Interview,400000.0,30-June-2026,https://nust.edu.pk/admissions/phd/phd-admission-dates-to-remember/
NUST,Islamabad,College of Electrical & Mechanical Engineering,PhD,Applied Mathematics,3–5 Years,MS/MPhil (18 years of education) in a relevant discipline from an HEC recognized institution,NET (PhD) / GAT (Subject) / Interview,350000.0,30-June-2026,https://nust.edu.pk/admissions/phd/phd-admission-dates-to-remember/
NUST,Islamabad,Military College of Engineering,PhD,Construction Engineering And Management,3–5 Years,MS/MPhil (18 years of education) in a relevant discipline from an HEC recognized institution,NET (PhD) / GAT (Subject) / Interview,400000.0,30-June-2026,https://nust.edu.pk/admissions/phd/phd-admission-dates-to-remember/
NUST,Islamabad,Military College of Engineering,PhD,Structural Engineering,3–5 Years,MS/MPhil (18 years of education) in a relevant discipline from an HEC recognized institution,NET (PhD) / GAT (Subject) / Interview,400000.0,30-June-2026,https://nust.edu.pk/admissions/phd/phd-admission-dates-to-remember/
NUST,Islamabad,Military College of Engineering,PhD,Water Resources Engineering & Management,3–5 Years,MS/MPhil (18 years of education) in a relevant discipline from an HEC recognized institution,NET (PhD) / GAT (Subject) / Interview,400000.0,30-June-2026,https://nust.edu.pk/admissions/phd/phd-admission-dates-to-remember/
NUST,Islamabad,Military College of Engineering,PhD,Mathematics,3–5 Years,MS/MPhil (18 years of education) in a relevant discipline from an HEC recognized institution,NET (PhD) / GAT (Subject) / Interview,350000.0,30-June-2026,https://nust.edu.pk/admissions/phd/phd-admission-dates-to-remember/
NUST,Islamabad,Military College of Engineering,PhD,Geotechnical Engineering,3–5 Years,MS/MPhil (18 years of education) in a relevant discipline from an HEC recognized institution,NET (PhD) / GAT (Subject) / Interview,400000.0,30-June-2026,https://nust.edu.pk/admissions/phd/phd-admission-dates-to-remember/
NUST,Islamabad,Military College of Engineering,PhD,Transportation Engineering,3–5 Years,MS/MPhil (18 years of education) in a relevant discipline from an HEC recognized institution,NET (PhD) / GAT (Subject) / Interview,400000.0,30-June-2026,https://nust.edu.pk/admissions/phd/phd-admission-dates-to-remember/
NUST,Islamabad,Military College of Engineering,PhD,Mining Engineering,3–5 Years,MS/MPhil (18 years of education) in a relevant discipline from an HEC recognized institution,NET (PhD) / GAT (Subject) / Interview,400000.0,30-June-2026,https://nust.edu.pk/admissions/phd/phd-admission-dates-to-remember/
NUST,Islamabad,Military College of Signals,PhD,Electrical Engineering,3–5 Years,MS/MPhil (18 years of education) in a relevant discipline from an HEC recognized institution,NET (PhD) / GAT (Subject) / Interview,400000.0,30-June-2026,https://nust.edu.pk/admissions/phd/phd-admission-dates-to-remember/
NUST,Islamabad,Military College of Signals,PhD,Computer Science,3–5 Years,MS/MPhil (18 years of education) in a relevant discipline from an HEC recognized institution,NET (PhD) / GAT (Subject) / Interview,400000.0,30-June-2026,https://nust.edu.pk/admissions/phd/phd-admission-dates-to-remember/
NUST,Islamabad,Military College of Signals,PhD,Software Engineering,3–5 Years,MS/MPhil (18 years of education) in a relevant discipline from an HEC recognized institution,NET (PhD) / GAT (Subject) / Interview,400000.0,30-June-2026,https://nust.edu.pk/admissions/phd/phd-admission-dates-to-remember/
NUST,Islamabad,Pakistan Navy Engineering College,PhD,Electrical Engineering,3–5 Years,MS/MPhil (18 years of education) in a relevant discipline from an HEC recognized institution,NET (PhD) / GAT (Subject) / Interview,400000.0,30-June-2026,https://nust.edu.pk/admissions/phd/phd-admission-dates-to-remember/
NUST,Islamabad,Pakistan Navy Engineering College,PhD,Mechanical Engineering,3–5 Years,MS/MPhil (18 years of education) in a relevant discipline from an HEC recognized institution,NET (PhD) / GAT (Subject) / Interview,400000.0,30-June-2026,https://nust.edu.pk/admissions/phd/phd-admission-dates-to-remember/
NUST,Islamabad,Pakistan Navy Engineering College,PhD,Manufacturing Engineering & Management,3–5 Years,MS/MPhil (18 years of education) in a relevant discipline from an HEC recognized institution,NET (PhD) / GAT (Subject) / Interview,400000.0,30-June-2026,https://nust.edu.pk/admissions/phd/phd-admission-dates-to-remember/
NUST,Islamabad,National Institute of Transportation,PhD,Structural Engineering,3–5 Years,MS/MPhil (18 years of education) in a relevant discipline from an HEC recognized institution,NET (PhD) / GAT (Subject) / Interview,400000.0,30-June-2026,https://nust.edu.pk/admissions/phd/phd-admission-dates-to-remember/
NUST,Islamabad,National Institute of Transportation,PhD,Geotechnical Engineering,3–5 Years,MS/MPhil (18 years of education) in a relevant discipline from an HEC recognized institution,NET (PhD) / GAT (Subject) / Interview,400000.0,30-June-2026,https://nust.edu.pk/admissions/phd/phd-admission-dates-to-remember/
NUST,Islamabad,National Institute of Transportation,PhD,Transportation Engineering,3–5 Years,MS/MPhil (18 years of education) in a relevant discipline from an HEC recognized institution,NET (PhD) / GAT (Subject) / Interview,400000.0,30-June-2026,https://nust.edu.pk/admissions/phd/phd-admission-dates-to-remember/
NUST,Islamabad,Institute of Environmental Sciences & Engineering,PhD,Environmental Engineering,3–5 Years,MS/MPhil (18 years of education) in a relevant discipline from an HEC recognized institution,NET (PhD) / GAT (Subject) / Interview,400000.0,30-June-2026,https://nust.edu.pk/admissions/phd/phd-admission-dates-to-remember/
NUST,Islamabad,Institute of Environmental Sciences & Engineering,PhD,Environmental Sciences,3–5 Years,MS/MPhil (18 years of education) in a relevant discipline from an HEC recognized institution,NET (PhD) / GAT (Subject) / Interview,380000.0,30-June-2026,https://nust.edu.pk/admissions/phd/phd-admission-dates-to-remember/
NUST,Islamabad,Nust Institute of Civil Engineering,PhD,Urban & Regional Planning,3–5 Years,MS/MPhil (18 years of education) in a relevant discipline from an HEC recognized institution,NET (PhD) / GAT (Subject) / Interview,380000.0,30-June-2026,https://nust.edu.pk/admissions/phd/phd-admission-dates-to-remember/
NUST,Islamabad,Nust Institute of Civil Engineering,PhD,Construction Engineering And Management,3–5 Years,MS/MPhil (18 years of education) in a relevant discipline from an HEC recognized institution,NET (PhD) / GAT (Subject) / Interview,400000.0,30-June-2026,https://nust.edu.pk/admissions/phd/phd-admission-dates-to-remember/
NUST,Islamabad,Nust Institute of Civil Engineering,PhD,Structural Engineering,3–5 Years,MS/MPhil (18 years of education) in a relevant discipline from an HEC recognized institution,NET (PhD) / GAT (Subject) / Interview,400000.0,30-June-2026,https://nust.edu.pk/admissions/phd/phd-admission-dates-to-remember/
NUST,Islamabad,Nust Institute of Civil Engineering,PhD,Geotechnical Engineering,3–5 Years,MS/MPhil (18 years of education) in a relevant discipline from an HEC recognized institution,NET (PhD) / GAT (Subject) / Interview,400000.0,30-June-2026,https://nust.edu.pk/admissions/phd/phd-admission-dates-to-remember/
NUST,Islamabad,Nust Institute of Civil Engineering,PhD,Transportation Engineering,3–5 Years,MS/MPhil (18 years of education) in a relevant discipline from an HEC recognized institution,NET (PhD) / GAT (Subject) / Interview,400000.0,30-June-2026,https://nust.edu.pk/admissions/phd/phd-admission-dates-to-remember/
NUST,Islamabad,Nust Institute of Civil Engineering,PhD,Water Resources And Hydropower Engineering,3–5 Years,MS/MPhil (18 years of education) in a relevant discipline from an HEC recognized institution,NET (PhD) / GAT (Subject) / Interview,400000.0,30-June-2026,https://nust.edu.pk/admissions/phd/phd-admission-dates-to-remember/
NUST,Islamabad,Institute of Geographical Information Systems,PhD,Remote Sensing And Geographical In,3–5 Years,MS/MPhil (18 years of education) in a relevant discipline from an HEC recognized institution,NET (PhD) / GAT (Subject) / Interview,380000.0,30-June-2026,https://nust.edu.pk/admissions/phd/phd-admission-dates-to-remember/
NUST,Islamabad,Nust Business School,PhD,Business Administration,3–5 Years,MS/MPhil (18 years of education) in a relevant discipline from an HEC recognized institution,NET (PhD) / GAT (Subject) / Interview,450000.0,30-June-2026,https://nust.edu.pk/admissions/phd/phd-admission-dates-to-remember/
NUST,Islamabad,Centre for International Peace & Stability,PhD,Peace & Conflict Studies,3–5 Years,MS/MPhil (18 years of education) in a relevant discipline from an HEC recognized institution,NET (PhD) / GAT (Subject) / Interview,380000.0,30-June-2026,https://nust.edu.pk/admissions/phd/phd-admission-dates-to-remember/
NUST,Islamabad,Centre for International Peace & Stability,PhD,International Relations,3–5 Years,MS/MPhil (18 years of education) in a relevant discipline from an HEC recognized institution,NET (PhD) / GAT (Subject) / Interview,380000.0,30-June-2026,https://nust.edu.pk/admissions/phd/phd-admission-dates-to-remember/
NUST,Islamabad,Nust Institute of Peace & Conflict Studies,PhD,Peace & Conflict Studies,3–5 Years,MS/MPhil (18 years of education) in a relevant discipline from an HEC recognized institution,NET (PhD) / GAT (Subject) / Interview,380000.0,30-June-2026,https://nust.edu.pk/admissions/phd/phd-admission-dates-to-remember/
NUST,Islamabad,School of Social Sciences & Humanities,PhD,Psychology,3–5 Years,MS/MPhil (18 years of education) in a relevant discipline from an HEC recognized institution,NET (PhD) / GAT (Subject) / Interview,380000.0,30-June-2026,https://nust.edu.pk/admissions/phd/phd-admission-dates-to-remember/
NUST,Islamabad,School of Social Sciences & Humanities,PhD,Economics,3–5 Years,MS/MPhil (18 years of education) in a relevant discipline from an HEC recognized institution,NET (PhD) / GAT (Subject) / Interview,450000.0,30-June-2026,https://nust.edu.pk/admissions/phd/phd-admission-dates-to-remember/
NUST,Islamabad,School of Social Sciences & Humanities,PhD,Development Studies,3–5 Years,MS/MPhil (18 years of education) in a relevant discipline from an HEC recognized institution,NET (PhD) / GAT (Subject) / Interview,380000.0,30-June-2026,https://nust.edu.pk/admissions/phd/phd-admission-dates-to-remember/
NUST,Islamabad,Atta-Ur-Rahman School of Applied Bio Sciences,PhD,Applied Biosciences,3–5 Years,MS/MPhil (18 years of education) in a relevant discipline from an HEC recognized institution,NET (PhD) / GAT (Subject) / Interview,350000.0,30-June-2026,https://nust.edu.pk/admissions/phd/phd-admission-dates-to-remember/
NUST,Islamabad,School of Natural Sciences,PhD,Mathematics,3–5 Years,MS/MPhil (18 years of education) in a relevant discipline from an HEC recognized institution,NET (PhD) / GAT (Subject) / Interview,350000.0,30-June-2026,https://nust.edu.pk/admissions/phd/phd-admission-dates-to-remember/
NUST,Islamabad,School of Natural Sciences,PhD,Physics,3–5 Years,MS/MPhil (18 years of education) in a relevant discipline from an HEC recognized institution,NET (PhD) / GAT (Subject) / Interview,350000.0,30-June-2026,https://nust.edu.pk/admissions/phd/phd-admission-dates-to-remember/
NUST,Islamabad,School of Natural Sciences,PhD,Chemistry,3–5 Years,MS/MPhil (18 years of education) in a relevant discipline from an HEC recognized institution,NET (PhD) / GAT (Subject) / Interview,350000.0,30-June-2026,https://nust.edu.pk/admissions/phd/phd-admission-dates-to-remember/
NUST,Islamabad,School of Natural Sciences,PhD,Statistics,3–5 Years,MS/MPhil (18 years of education) in a relevant discipline from an HEC recognized institution,NET (PhD) / GAT (Subject) / Interview,380000.0,30-June-2026,https://nust.edu.pk/admissions/phd/phd-admission-dates-to-remember/
NUST,Islamabad,School of Interdisciplinary Engineering & Sciences,PhD,Computational Science And Engineering,3–5 Years,MS/MPhil (18 years of education) in a relevant discipline from an HEC recognized institution,NET (PhD) / GAT (Subject) / Interview,400000.0,30-June-2026,https://nust.edu.pk/admissions/phd/phd-admission-dates-to-remember/
NUST,Islamabad,School of Interdisciplinary Engineering & Sciences,PhD,Climate Change & Sustainable Development,3–5 Years,MS/MPhil (18 years of education) in a relevant discipline from an HEC recognized institution,NET (PhD) / GAT (Subject) / Interview,380000.0,30-June-2026,https://nust.edu.pk/admissions/phd/phd-admission-dates-to-remember/
University of the Punjab,Lahore,University of the Punjab,BS,Agricultural Sciences,4 Years,FSc / FA / ICS / A-Levels or equivalent,PU Entry Test,45000.0,15-August-2026,https://pu.edu.pk/program/index/Graduate
University of the Punjab,Lahore,University of the Punjab,BS,Agricultural Sciences,4 Years,FSc / FA / ICS / A-Levels or equivalent,PU Entry Test,45000.0,15-August-2026,https://pu.edu.pk/program/index/Graduate
University of the Punjab,Lahore,University of the Punjab,BS,Agricultural Sciences,4 Years,FSc / FA / ICS / A-Levels or equivalent,PU Entry Test,45000.0,15-August-2026,https://pu.edu.pk/program/index/Graduate
University of the Punjab,Lahore,University of the Punjab,BS,Agricultural Sciences,4 Years,FSc / FA / ICS / A-Levels or equivalent,PU Entry Test,45000.0,15-August-2026,https://pu.edu.pk/program/index/Graduate
University of the Punjab,Lahore,Faculty of Sciences,BS,Food Science & Technology,4 Years,FSc / FA / ICS / A-Levels or equivalent,PU Entry Test,85000.0,15-August-2026,https://pu.edu.pk/program/index/Graduate
University of the Punjab,Lahore,Hailey College of Commerce / Faculty of Business & Economics,BS,Business Administration,4 Years,FSc / FA / ICS / A-Levels or equivalent,PU Entry Test,45000.0,15-August-2026,https://pu.edu.pk/program/index/Graduate
University of the Punjab,Lahore,Faculty of Sciences,BS,General Sciences (Hons),4 Years,FSc / FA / ICS / A-Levels or equivalent,PU Entry Test,45000.0,15-August-2026,https://pu.edu.pk/program/index/Graduate
University of the Punjab,Lahore,Hailey College of Commerce / Faculty of Business & Economics,BS,Business Administration,4 Years,FSc / FA / ICS / A-Levels or equivalent,PU Entry Test,45000.0,15-August-2026,https://pu.edu.pk/program/index/Graduate
University of the Punjab,Lahore,Hailey College of Commerce / Faculty of Business & Economics,BS,Business Administration,4 Years,FSc / FA / ICS / A-Levels or equivalent,PU Entry Test,45000.0,15-August-2026,https://pu.edu.pk/program/index/Graduate
University of the Punjab,Lahore,Faculty of Sciences,BS,General Sciences (Hons),4 Years,FSc / FA / ICS / A-Levels or equivalent,PU Entry Test,45000.0,15-August-2026,https://pu.edu.pk/program/index/Graduate
University of the Punjab,Lahore,Faculty of Sciences,BS,General Studies,4 Years,FSc / FA / ICS / A-Levels or equivalent,PU Entry Test,45000.0,15-August-2026,https://pu.edu.pk/program/index/Graduate
University of the Punjab,Lahore,Faculty of Computing & Information Technology,BS,Admission Related FAQs Regulations Merit of Last Year,4 Years,FSc / FA / ICS / A-Levels or equivalent,PU Entry Test,45000.0,15-August-2026,https://pu.edu.pk/program/index/Graduate
University of the Punjab,Lahore,University of the Punjab,BS,Archaeology,4 Years,FSc / FA / ICS / A-Levels or equivalent,PU Entry Test,45000.0,15-August-2026,https://pu.edu.pk/program/index/Graduate
University of the Punjab,Lahore,Faculty of Sciences,BS,Biochemistry,4 Years,FSc / FA / ICS / A-Levels or equivalent,PU Entry Test,45000.0,15-August-2026,https://pu.edu.pk/program/index/Graduate
