Institute,City,School,Degree,Program,Eligibility,Admission_Test,Fee_Category,First_Year_Fee_PKR,Application_Deadline,Deadline_Source_URL,Fee_Source_URL
NUST,Islamabad,School Of Civil & Environmental Engineering,PhD,PHD GEOTECHNICAL ENGINEERING,MS/MPhil (18 years of education) in a relevant discipline from an HEC recognized institution,NET (PhD) / GAT (Subject) / Interview,PhD Engineering / Computing,400000,"June 30, 2026",https://nust.edu.pk/admissions/phd/phd-admission-dates-to-remember/,https://nust.edu.pk/admissions/fee-structure/
NUST,Islamabad,School Of Civil & Environmental Engineering,PhD,PHD TRANSPORTATION ENGINEERING,MS/MPhil (18 years of education) in a relevant discipline from an HEC recognized institution,NET (PhD) / GAT (Subject) / Interview,PhD Engineering / Computing,400000,"June 30, 2026",https://nust.edu.pk/admissions/phd/phd-admission-dates-to-remember/,https://nust.edu.pk/admissions/fee-structure/
NUST,Islamabad,School Of Civil & Environmental Engineering,PhD,PhD WATER RESOURCES AND HYDROPOWER ENGINEERING,MS/MPhil (18 years of education) in a relevant discipline from an HEC recognized institution,NET (PhD) / GAT (Subject) / Interview,PhD Engineering / Computing,400000,"June 30, 2026",https://nust.edu.pk/admissions/phd/phd-admission-dates-to-remember/,https://nust.edu.pk/admissions/fee-structure/
NUST,Islamabad,School Of Chemical & Materials Engineering,PhD,PHD MATERIALS AND SURFACE ENGINEERING,MS/MPhil (18 years of education) in a relevant discipline from an HEC recognized institution,NET (PhD) / GAT (Subject) / Interview,PhD Engineering / Computing,400000,"June 30, 2026",https://nust.edu.pk/admissions/phd/phd-admission-dates-to-remember/,https://nust.edu.pk/admissions/fee-structure/
NUST,Islamabad,School Of Chemical & Materials Engineering,PhD,PHD CHEMICAL ENGINEERING,MS/MPhil (18 years of education) in a relevant discipline from an HEC recognized institution,NET (PhD) / GAT (Subject) / Interview,PhD Engineering / Computing,400000,"June 30, 2026",https://nust.edu.pk/admissions/phd/phd-admission-dates-to-remember/,https://nust.edu.pk/admissions/fee-structure/
NUST,Islamabad,School Of Chemical & Materials Engineering,PhD,PHD NANOSCIENCE & ENGINEERING,MS/MPhil (18 years of education) in a relevant discipline from an HEC recognized institution,NET (PhD) / GAT (Subject) / Interview,PhD Engineering / Computing,400000,"June 30, 2026",https://nust.edu.pk/admissions/phd/phd-admission-dates-to-remember/,https://nust.edu.pk/admissions/fee-structure/
NUST,Islamabad,School Of Electrical Engineering & Computer Science,PhD,PHD IN,MS/MPhil (18 years of education) in a relevant discipline from an HEC recognized institution,NET (PhD) / GAT (Subject) / Interview,General PhD,380000,"June 30, 2026",https://nust.edu.pk/admissions/phd/phd-admission-dates-to-remember/,https://nust.edu.pk/admissions/fee-structure/
NUST,Islamabad,School Of Electrical Engineering & Computer Science,PhD,PHD ELECTRICAL ENGINEERING,MS/MPhil (18 years of education) in a relevant discipline from an HEC recognized institution,NET (PhD) / GAT (Subject) / Interview,PhD Engineering / Computing,400000,"June 30, 2026",https://nust.edu.pk/admissions/phd/phd-admission-dates-to-remember/,https://nust.edu.pk/admissions/fee-structure/
NUST,Islamabad,School Of Electrical Engineering & Computer Science,PhD,PHD COMPUTER SCIENCE,MS/MPhil (18 years of education) in a relevant discipline from an HEC recognized institution,NET (PhD) / GAT (Subject) / Interview,PhD Engineering / Computing,400000,"June 30, 2026",https://nust.edu.pk/admissions/phd/phd-admission-dates-to-remember/,https://nust.edu.pk/admissions/fee-structure/
NUST,Islamabad,School Of Electrical Engineering & Computer Science,PhD,PhD ARTIFICIAL INTELLIGENCE,MS/MPhil (18 years of education) in a relevant discipline from an HEC recognized institution,NET (PhD) / GAT (Subject) / Interview,PhD Engineering / Computing,400000,"June 30, 2026",https://nust.edu.pk/admissions/phd/phd-admission-dates-to-remember/,https://nust.edu.pk/admissions/fee-structure/
NUST,Islamabad,School Of Electrical Engineering & Computer Science,PhD,PhD AI & AUTONOMOUS SYSTEMS,MS/MPhil (18 years of education) in a relevant discipline from an HEC recognized institution,NET (PhD) / GAT (Subject) / Interview,General PhD,380000,"June 30, 2026",https://nust.edu.pk/admissions/phd/phd-admission-dates-to-remember/,https://nust.edu.pk/admissions/fee-structure/
NUST,Islamabad,School Of Mechanical & Manufacturing Engineering,PhD,PHD DESIGN AND MANUFACTURING ENGINEERING,MS/MPhil (18 years of education) in a relevant discipline from an HEC recognized institution,NET (PhD) / GAT (Subject) / Interview,PhD Engineering / Computing,400000,"June 30, 2026",https://nust.edu.pk/admissions/phd/phd-admission-dates-to-remember/,https://nust.edu.pk/admissions/fee-structure/
NUST,Islamabad,School Of Mechanical & Manufacturing Engineering,PhD,PHD ROBOTICS AND ARTIFICIAL INTELLIGENCE ENGINEERING,MS/MPhil (18 years of education) in a relevant discipline from an HEC recognized institution,NET (PhD) / GAT (Subject) / Interview,PhD Engineering / Computing,400000,"June 30, 2026",https://nust.edu.pk/admissions/phd/phd-admission-dates-to-remember/,https://nust.edu.pk/admissions/fee-structure/
NUST,Islamabad,School Of Mechanical & Manufacturing Engineering,PhD,PHD MECHANICAL ENGINEERING,MS/MPhil (18 years of education) in a relevant discipline from an HEC recognized institution,NET (PhD) / GAT (Subject) / Interview,PhD Engineering / Computing,400000,"June 30, 2026",https://nust.edu.pk/admissions/phd/phd-admission-dates-to-remember/,https://nust.edu.pk/admissions/fee-structure/
NUST,Islamabad,School Of Mechanical & Manufacturing Engineering,PhD,PHD BIOMEDICAL ENGINEERING,MS/MPhil (18 years of education) in a relevant discipline from an HEC recognized institution,NET (PhD) / GAT (Subject) / Interview,PhD Engineering / Computing,400000,"June 30, 2026",https://nust.edu.pk/admissions/phd/phd-admission-dates-to-remember/,https://nust.edu.pk/admissions/fee-structure/
NUST,Islamabad,School Of Mechanical & Manufacturing Engineering,PhD,PHD BIOMEDICAL SCIENCES,MS/MPhil (18 years of education) in a relevant discipline from an HEC recognized institution,NET (PhD) / GAT (Subject) / Interview,General PhD,380000,"June 30, 2026",https://nust.edu.pk/admissions/phd/phd-admission-dates-to-remember/,https://nust.edu.pk/admissions/fee-structure/
NUST,Islamabad,Us-Pakistan Center For Advanced Studies In Energy,PhD,PHD ENERGY SYSTEMS ENGINEERING,MS/MPhil (18 years of education) in a relevant discipline from an HEC recognized institution,NET (PhD) / GAT (Subject) / Interview,PhD Engineering / Computing,400000,"June 30, 2026",https://nust.edu.pk/admissions/phd/phd-admission-dates-to-remember/,https://nust.edu.pk/admissions/fee-structure/
NUST,Islamabad,Us-Pakistan Center For Advanced Studies In Energy,PhD,PHD THERMAL ENERGY ENGINEERING,MS/MPhil (18 years of education) in a relevant discipline from an HEC recognized institution,NET (PhD) / GAT (Subject) / Interview,PhD Engineering / Computing,400000,"June 30, 2026",https://nust.edu.pk/admissions/phd/phd-admission-dates-to-remember/,https://nust.edu.pk/admissions/fee-structure/
NUST,Islamabad,Us-Pakistan Center For Advanced Studies In Energy,PhD,PHD ELECTRICAL ENGINEERING (POWER),MS/MPhil (18 years of education) in a relevant discipline from an HEC recognized institution,NET (PhD) / GAT (Subject) / Interview,PhD Engineering / Computing,400000,"June 30, 2026",https://nust.edu.pk/admissions/phd/phd-admission-dates-to-remember/,https://nust.edu.pk/admissions/fee-structure/
NUST,Islamabad,"Nust Balochistan Campus, Quetta",PhD,PHD COMPUTER SCIENCE,MS/MPhil (18 years of education) in a relevant discipline from an HEC recognized institution,NET (PhD) / GAT (Subject) / Interview,PhD Engineering / Computing,400000,"June 30, 2026",https://nust.edu.pk/admissions/phd/phd-admission-dates-to-remember/,https://nust.edu.pk/admissions/fee-structure/
NUST,Islamabad,"Nust Balochistan Campus, Quetta",PhD,PhD MINING ENGINEERING,MS/MPhil (18 years of education) in a relevant discipline from an HEC recognized institution,NET (PhD) / GAT (Subject) / Interview,PhD Engineering / Computing,400000,"June 30, 2026",https://nust.edu.pk/admissions/phd/phd-admission-dates-to-remember/,https://nust.edu.pk/admissions/fee-structure/
NUST,Islamabad,"Nust Balochistan Campus, Quetta",PhD,PHD CIVIL ENGINEERING,MS/MPhil (18 years of education) in a relevant discipline from an HEC recognized institution,NET (PhD) / GAT (Subject) / Interview,PhD Engineering / Computing,400000,"June 30, 2026",https://nust.edu.pk/admissions/phd/phd-admission-dates-to-remember/,https://nust.edu.pk/admissions/fee-structure/
NUST,Islamabad,College Of Aeronautical Engineering,PhD,PHD ELECTRICAL ENGINEERING,MS/MPhil (18 years of education) in a relevant discipline from an HEC recognized institution,NET (PhD) / GAT (Subject) / Interview,PhD Engineering / Computing,400000,"June 30, 2026",https://nust.edu.pk/admissions/phd/phd-admission-dates-to-remember/,https://nust.edu.pk/admissions/fee-structure/
NUST,Islamabad,College Of Aeronautical Engineering,PhD,PHD MECHANICAL ENGINEERING,MS/MPhil (18 years of education) in a relevant discipline from an HEC recognized institution,NET (PhD) / GAT (Subject) / Interview,PhD Engineering / Computing,400000,"June 30, 2026",https://nust.edu.pk/admissions/phd/phd-admission-dates-to-remember/,https://nust.edu.pk/admissions/fee-structure/
NUST,Islamabad,College Of Aeronautical Engineering,PhD,PHD AEROSPACE ENGINEERING,MS/MPhil (18 years of education) in a relevant discipline from an HEC recognized institution,NET (PhD) / GAT (Subject) / Interview,PhD Engineering / Computing,400000,"June 30, 2026",https://nust.edu.pk/admissions/phd/phd-admission-dates-to-remember/,https://nust.edu.pk/admissions/fee-structure/
NUST,Islamabad,College Of Aeronautical Engineering,PhD,PHD AVIONICS ENGINEERING,MS/MPhil (18 years of education) in a relevant discipline from an HEC recognized institution,NET (PhD) / GAT (Subject) / Interview,PhD Engineering / Computing,400000,"June 30, 2026",https://nust.edu.pk/admissions/phd/phd-admission-dates-to-remember/,https://nust.edu.pk/admissions/fee-structure/
NUST,Islamabad,College Of Electrical & Mechanical Engineering,PhD,PHD ELECTRICAL ENGINEERING,MS/MPhil (18 years of education) in a relevant discipline from an HEC recognized institution,NET (PhD) / GAT (Subject) / Interview,PhD Engineering / Computing,400000,"June 30, 2026",https://nust.edu.pk/admissions/phd/phd-admission-dates-to-remember/,https://nust.edu.pk/admissions/fee-structure/
NUST,Islamabad,College Of Electrical & Mechanical Engineering,PhD,PHD MECHANICAL ENGINEERING,MS/MPhil (18 years of education) in a relevant discipline from an HEC recognized institution,NET (PhD) / GAT (Subject) / Interview,PhD Engineering / Computing,400000,"June 30, 2026",https://nust.edu.pk/admissions/phd/phd-admission-dates-to-remember/,https://nust.edu.pk/admissions/fee-structure/
NUST,Islamabad,College Of Electrical & Mechanical Engineering,PhD,PHD COMPUTER ENGINEERING,MS/MPhil (18 years of education) in a relevant discipline from an HEC recognized institution,NET (PhD) / GAT (Subject) / Interview,PhD Engineering / Computing,400000,"June 30, 2026",https://nust.edu.pk/admissions/phd/phd-admission-dates-to-remember/,https://nust.edu.pk/admissions/fee-structure/
NUST,Islamabad,College Of Electrical & Mechanical Engineering,PhD,PHD MECHATRONICS ENGINEERING,MS/MPhil (18 years of education) in a relevant discipline from an HEC recognized institution,NET (PhD) / GAT (Subject) / Interview,PhD Engineering / Computing,400000,"June 30, 2026",https://nust.edu.pk/admissions/phd/phd-admission-dates-to-remember/,https://nust.edu.pk/admissions/fee-structure/
NUST,Islamabad,College Of Electrical & Mechanical Engineering,PhD,PHD ENGINEERING MANAGEMENT,MS/MPhil (18 years of education) in a relevant discipline from an HEC recognized institution,NET (PhD) / GAT (Subject) / Interview,PhD Engineering / Computing,400000,"June 30, 2026",https://nust.edu.pk/admissions/phd/phd-admission-dates-to-remember/,https://nust.edu.pk/admissions/fee-structure/
NUST,Islamabad,College Of Electrical & Mechanical Engineering,PhD,PHD SOFTWARE ENGINEERING,MS/MPhil (18 years of education) in a relevant discipline from an HEC recognized institution,NET (PhD) / GAT (Subject) / Interview,PhD Engineering / Computing,400000,"June 30, 2026",https://nust.edu.pk/admissions/phd/phd-admission-dates-to-remember/,https://nust.edu.pk/admissions/fee-structure/
NUST,Islamabad,College Of Electrical & Mechanical Engineering,PhD,PHD APPLIED MATHEMATICS,MS/MPhil (18 years of education) in a relevant discipline from an HEC recognized institution,NET (PhD) / GAT (Subject) / Interview,PhD Natural Sciences,350000,"June 30, 2026",https://nust.edu.pk/admissions/phd/phd-admission-dates-to-remember/,https://nust.edu.pk/admissions/fee-structure/
NUST,Islamabad,Military College Of Engineering,PhD,PHD CONSTRUCTION ENGINEERING AND MANAGEMENT,MS/MPhil (18 years of education) in a relevant discipline from an HEC recognized institution,NET (PhD) / GAT (Subject) / Interview,PhD Engineering / Computing,400000,"June 30, 2026",https://nust.edu.pk/admissions/phd/phd-admission-dates-to-remember/,https://nust.edu.pk/admissions/fee-structure/
NUST,Islamabad,Military College Of Engineering,PhD,PHD STRUCTURAL ENGINEERING,MS/MPhil (18 years of education) in a relevant discipline from an HEC recognized institution,NET (PhD) / GAT (Subject) / Interview,PhD Engineering / Computing,400000,"June 30, 2026",https://nust.edu.pk/admissions/phd/phd-admission-dates-to-remember/,https://nust.edu.pk/admissions/fee-structure/
NUST,Islamabad,Military College Of Engineering,PhD,PHD WATER RESOURCES ENGINEERING & MANAGEMENT,MS/MPhil (18 years of education) in a relevant discipline from an HEC recognized institution,NET (PhD) / GAT (Subject) / Interview,PhD Engineering / Computing,400000,"June 30, 2026",https://nust.edu.pk/admissions/phd/phd-admission-dates-to-remember/,https://nust.edu.pk/admissions/fee-structure/
NUST,Islamabad,Military College Of Engineering,PhD,PHD MATHEMATICS,MS/MPhil (18 years of education) in a relevant discipline from an HEC recognized institution,NET (PhD) / GAT (Subject) / Interview,PhD Natural Sciences,350000,"June 30, 2026",https://nust.edu.pk/admissions/phd/phd-admission-dates-to-remember/,https://nust.edu.pk/admissions/fee-structure/
NUST,Islamabad,Military College Of Engineering,PhD,PHD GEOTECHNICAL ENGINEERING,MS/MPhil (18 years of education) in a relevant discipline from an HEC recognized institution,NET (PhD) / GAT (Subject) / Interview,PhD Engineering / Computing,400000,"June 30, 2026",https://nust.edu.pk/admissions/phd/phd-admission-dates-to-remember/,https://nust.edu.pk/admissions/fee-structure/
NUST,Islamabad,Military College Of Engineering,PhD,PHD TRANSPORTATION ENGINEERING,MS/MPhil (18 years of education) in a relevant discipline from an HEC recognized institution,NET (PhD) / GAT (Subject) / Interview,PhD Engineering / Computing,400000,"June 30, 2026",https://nust.edu.pk/admissions/phd/phd-admission-dates-to-remember/,https://nust.edu.pk/admissions/fee-structure/
NUST,Islamabad,Military College Of Engineering,PhD,PhD MINING ENGINEERING,MS/MPhil (18 years of education) in a relevant discipline from an HEC recognized institution,NET (PhD) / GAT (Subject) / Interview,PhD Engineering / Computing,400000,"June 30, 2026",https://nust.edu.pk/admissions/phd/phd-admission-dates-to-remember/,https://nust.edu.pk/admissions/fee-structure/
NUST,Islamabad,Military College Of Signals,PhD,PHD ELECTRICAL ENGINEERING,MS/MPhil (18 years of education) in a relevant discipline from an HEC recognized institution,NET (PhD) / GAT (Subject) / Interview,PhD Engineering / Computing,400000,"June 30, 2026",https://nust.edu.pk/admissions/phd/phd-admission-dates-to-remember/,https://nust.edu.pk/admissions/fee-structure/
NUST,Islamabad,Military College Of Signals,PhD,PHD IN,MS/MPhil (18 years of education) in a relevant discipline from an HEC recognized institution,NET (PhD) / GAT (Subject) / Interview,General PhD,380000,"June 30, 2026",https://nust.edu.pk/admissions/phd/phd-admission-dates-to-remember/,https://nust.edu.pk/admissions/fee-structure/
NUST,Islamabad,Military College Of Signals,PhD,PHD COMPUTER SCIENCE,MS/MPhil (18 years of education) in a relevant discipline from an HEC recognized institution,NET (PhD) / GAT (Subject) / Interview,PhD Engineering / Computing,400000,"June 30, 2026",https://nust.edu.pk/admissions/phd/phd-admission-dates-to-remember/,https://nust.edu.pk/admissions/fee-structure/
NUST,Islamabad,Military College Of Signals,PhD,PHD SOFTWARE ENGINEERING,MS/MPhil (18 years of education) in a relevant discipline from an HEC recognized institution,NET (PhD) / GAT (Subject) / Interview,PhD Engineering / Computing,400000,"June 30, 2026",https://nust.edu.pk/admissions/phd/phd-admission-dates-to-remember/,https://nust.edu.pk/admissions/fee-structure/
NUST,Islamabad,Pakistan Navy Engineering College,PhD,PHD ELECTRICAL ENGINEERING,MS/MPhil (18 years of education) in a relevant discipline from an HEC recognized institution,NET (PhD) / GAT (Subject) / Interview,PhD Engineering / Computing,400000,"June 30, 2026",https://nust.edu.pk/admissions/phd/phd-admission-dates-to-remember/,https://nust.edu.pk/admissions/fee-structure/
NUST,Islamabad,Pakistan Navy Engineering College,PhD,PHD MECHANICAL ENGINEERING,MS/MPhil (18 years of education) in a relevant discipline from an HEC recognized institution,NET (PhD) / GAT (Subject) / Interview,PhD Engineering / Computing,400000,"June 30, 2026",https://nust.edu.pk/admissions/phd/phd-admission-dates-to-remember/,https://nust.edu.pk/admissions/fee-structure/
NUST,Islamabad,Pakistan Navy Engineering College,PhD,PHD MANUFACTURING ENGINEERING & MANAGEMENT,MS/MPhil (18 years of education) in a relevant discipline from an HEC recognized institution,NET (PhD) / GAT (Subject) / Interview,PhD Engineering / Computing,400000,"June 30, 2026",https://nust.edu.pk/admissions/phd/phd-admission-dates-to-remember/,https://nust.edu.pk/admissions/fee-structure/
NUST,Islamabad,National Institute Of Transportation,PhD,PHD STRUCTURAL ENGINEERING,MS/MPhil (18 years of education) in a relevant discipline from an HEC recognized institution,NET (PhD) / GAT (Subject) / Interview,PhD Engineering / Computing,400000,"June 30, 2026",https://nust.edu.pk/admissions/phd/phd-admission-dates-to-remember/,https://nust.edu.pk/admissions/fee-structure/
NUST,Islamabad,National Institute Of Transportation,PhD,PHD GEOTECHNICAL ENGINEERING,MS/MPhil (18 years of education) in a relevant discipline from an HEC recognized institution,NET (PhD) / GAT (Subject) / Interview,PhD Engineering / Computing,400000,"June 30, 2026",https://nust.edu.pk/admissions/phd/phd-admission-dates-to-remember/,https://nust.edu.pk/admissions/fee-structure/
NUST,Islamabad,National Institute Of Transportation,PhD,PHD TRANSPORTATION ENGINEERING,MS/MPhil (18 years of education) in a relevant discipline from an HEC recognized institution,NET (PhD) / GAT (Subject) / Interview,PhD Engineering / Computing,400000,"June 30, 2026",https://nust.edu.pk/admissions/phd/phd-admission-dates-to-remember/,https://nust.edu.pk/admissions/fee-structure/
NUST,Islamabad,Institute Of Environmental Sciences & Engineering,PhD,PHD ENVIRONMENTAL ENGINEERING,MS/MPhil (18 years of education) in a relevant discipline from an HEC recognized institution,NET (PhD) / GAT (Subject) / Interview,PhD Engineering / Computing,400000,"June 30, 2026",https://nust.edu.pk/admissions/phd/phd-admission-dates-to-remember/,https://nust.edu.pk/admissions/fee-structure/
NUST,Islamabad,Institute Of Environmental Sciences & Engineering,PhD,PHD ENVIRONMENTAL SCIENCE,MS/MPhil (18 years of education) in a relevant discipline from an HEC recognized institution,NET (PhD) / GAT (Subject) / Interview,General PhD,380000,"June 30, 2026",https://nust.edu.pk/admissions/phd/phd-admission-dates-to-remember/,https://nust.edu.pk/admissions/fee-structure/
NUST,Islamabad,Nust Institute Of Civil Engineering,PhD,PHD URBAN & REGIONAL PLANNING,MS/MPhil (18 years of education) in a relevant discipline from an HEC recognized institution,NET (PhD) / GAT (Subject) / Interview,General PhD,380000,"June 30, 2026",https://nust.edu.pk/admissions/phd/phd-admission-dates-to-remember/,https://nust.edu.pk/admissions/fee-structure/
NUST,Islamabad,Nust Institute Of Civil Engineering,PhD,PHD CONSTRUCTION ENGINEERING AND MANAGEMENT,MS/MPhil (18 years of education) in a relevant discipline from an HEC recognized institution,NET (PhD) / GAT (Subject) / Interview,PhD Engineering / Computing,400000,"June 30, 2026",https://nust.edu.pk/admissions/phd/phd-admission-dates-to-remember/,https://nust.edu.pk/admissions/fee-structure/
NUST,Islamabad,Nust Institute Of Civil Engineering,PhD,PHD STRUCTURAL ENGINEERING,MS/MPhil (18 years of education) in a relevant discipline from an HEC recognized institution,NET (PhD) / GAT (Subject) / Interview,PhD Engineering / Computing,400000,"June 30, 2026",https://nust.edu.pk/admissions/phd/phd-admission-dates-to-remember/,https://nust.edu.pk/admissions/fee-structure/
NUST,Islamabad,Nust Institute Of Civil Engineering,PhD,PHD GEOTECHNICAL ENGINEERING,MS/MPhil (18 years of education) in a relevant discipline from an HEC recognized institution,NET (PhD) / GAT (Subject) / Interview,PhD Engineering / Computing,400000,"June 30, 2026",https://nust.edu.pk/admissions/phd/phd-admission-dates-to-remember/,https://nust.edu.pk/admissions/fee-structure/
NUST,Islamabad,Nust Institute Of Civil Engineering,PhD,PHD TRANSPORTATION ENGINEERING,MS/MPhil (18 years of education) in a relevant discipline from an HEC recognized institution,NET (PhD) / GAT (Subject) / Interview,PhD Engineering / Computing,400000,"June 30, 2026",https://nust.edu.pk/admissions/phd/phd-admission-dates-to-remember/,https://nust.edu.pk/admissions/fee-structure/
NUST,Islamabad,Nust Institute Of Civil Engineering,PhD,PhD WATER RESOURCES AND HYDROPOWER ENGINEERING,MS/MPhil (18 years of education) in a relevant discipline from an HEC recognized institution,NET (PhD) / GAT (Subject) / Interview,PhD Engineering / Computing,400000,"June 30, 2026",https://nust.edu.pk/admissions/phd/phd-admission-dates-to-remember/,https://nust.edu.pk/admissions/fee-structure/
NUST,Islamabad,Institute Of Geographical Information Systems,PhD,PHD REMOTE SENSING AND GEOGRAPHICAL IN,MS/MPhil (18 years of education) in a relevant discipline from an HEC recognized institution,NET (PhD) / GAT (Subject) / Interview,General PhD,380000,"June 30, 2026",https://nust.edu.pk/admissions/phd/phd-admission-dates-to-remember/,https://nust.edu.pk/admissions/fee-structure/
NUST,Islamabad,Nust Business School,PhD,PHD BUSINESS ADMINISTRATION,MS/MPhil (18 years of education) in a relevant discipline from an HEC recognized institution,NET (PhD) / GAT (Subject) / Interview,PhD Business / Management,450000,"June 30, 2026",https://nust.edu.pk/admissions/phd/phd-admission-dates-to-remember/,https://nust.edu.pk/admissions/fee-structure/
NUST,Islamabad,Centre For International Peace & Stability,PhD,PHD PEACE & CONFLICT STUDIES,MS/MPhil (18 years of education) in a relevant discipline from an HEC recognized institution,NET (PhD) / GAT (Subject) / Interview,General PhD,380000,"June 30, 2026",https://nust.edu.pk/admissions/phd/phd-admission-dates-to-remember/,https://nust.edu.pk/admissions/fee-structure/
NUST,Islamabad,Centre For International Peace & Stability,PhD,PhD INTERNATIONAL RELATIONS,MS/MPhil (18 years of education) in a relevant discipline from an HEC recognized institution,NET (PhD) / GAT (Subject) / Interview,General PhD,380000,"June 30, 2026",https://nust.edu.pk/admissions/phd/phd-admission-dates-to-remember/,https://nust.edu.pk/admissions/fee-structure/
NUST,Islamabad,Nust Institute Of Peace & Conflict Studies,PhD,PHD PEACE & CONFLICT STUDIES,MS/MPhil (18 years of education) in a relevant discipline from an HEC recognized institution,NET (PhD) / GAT (Subject) / Interview,General PhD,380000,"June 30, 2026",https://nust.edu.pk/admissions/phd/phd-admission-dates-to-remember/,https://nust.edu.pk/admissions/fee-structure/
NUST,Islamabad,School Of Social Sciences & Humanities,PhD,PHD PSYCHOLOGY,MS/MPhil (18 years of education) in a relevant discipline from an HEC recognized institution,NET (PhD) / GAT (Subject) / Interview,General PhD,380000,"June 30, 2026",https://nust.edu.pk/admissions/phd/phd-admission-dates-to-remember/,https://nust.edu.pk/admissions/fee-structure/
NUST,Islamabad,School Of Social Sciences & Humanities,PhD,PHD ECONOMICS,MS/MPhil (18 years of education) in a relevant discipline from an HEC recognized institution,NET (PhD) / GAT (Subject) / Interview,PhD Business / Management,450000,"June 30, 2026",https://nust.edu.pk/admissions/phd/phd-admission-dates-to-remember/,https://nust.edu.pk/admissions/fee-structure/
NUST,Islamabad,School Of Social Sciences & Humanities,PhD,PHD DEVELOPMENT STUDIES,MS/MPhil (18 years of education) in a relevant discipline from an HEC recognized institution,NET (PhD) / GAT (Subject) / Interview,General PhD,380000,"June 30, 2026",https://nust.edu.pk/admissions/phd/phd-admission-dates-to-remember/,https://nust.edu.pk/admissions/fee-structure/
NUST,Islamabad,Atta-Ur-Rahman School Of Applied Bio Sciences,PhD,PHD APPLIED BIOSCIENCES,MS/MPhil (18 years of education) in a relevant discipline from an HEC recognized institution,NET (PhD) / GAT (Subject) / Interview,PhD Natural Sciences,350000,"June 30, 2026",https://nust.edu.pk/admissions/phd/phd-admission-dates-to-remember/,https://nust.edu.pk/admissions/fee-structure/
NUST,Islamabad,School Of Natural Sciences,PhD,PHD MATHEMATICS,MS/MPhil (18 years of education) in a relevant discipline from an HEC recognized institution,NET (PhD) / GAT (Subject) / Interview,PhD Natural Sciences,350000,"June 30, 2026",https://nust.edu.pk/admissions/phd/phd-admission-dates-to-remember/,https://nust.edu.pk/admissions/fee-structure/
NUST,Islamabad,School Of Natural Sciences,PhD,PHD PHYSICS,MS/MPhil (18 years of education) in a relevant discipline from an HEC recognized institution,NET (PhD) / GAT (Subject) / Interview,PhD Natural Sciences,350000,"June 30, 2026",https://nust.edu.pk/admissions/phd/phd-admission-dates-to-remember/,https://nust.edu.pk/admissions/fee-structure/
NUST,Islamabad,School Of Natural Sciences,PhD,PHD CHEMISTRY,MS/MPhil (18 years of education) in a relevant discipline from an HEC recognized institution,NET (PhD) / GAT (Subject) / Interview,PhD Natural Sciences,350000,"June 30, 2026",https://nust.edu.pk/admissions/phd/phd-admission-dates-to-remember/,https://nust.edu.pk/admissions/fee-structure/
NUST,Islamabad,School Of Natural Sciences,PhD,PHD STATISTICS,MS/MPhil (18 years of education) in a relevant discipline from an HEC recognized institution,NET (PhD) / GAT (Subject) / Interview,General PhD,380000,"June 30, 2026",https://nust.edu.pk/admissions/phd/phd-admission-dates-to-remember/,https://nust.edu.pk/admissions/fee-structure/
NUST,Islamabad,School Of  Interdisciplinary Engineering & Sciences,PhD,PHD COMPUTATIONAL SCIENCE AND ENGINEERING,MS/MPhil (18 years of education) in a relevant discipline from an HEC recognized institution,NET (PhD) / GAT (Subject) / Interview,PhD Engineering / Computing,400000,"June 30, 2026",https://nust.edu.pk/admissions/phd/phd-admission-dates-to-remember/,https://nust.edu.pk/admissions/fee-structure/
NUST,Islamabad,School Of  Interdisciplinary Engineering & Sciences,PhD,PHD BIOIN,MS/MPhil (18 years of education) in a relevant discipline from an HEC recognized institution,NET (PhD) / GAT (Subject) / Interview,General PhD,380000,"June 30, 2026",https://nust.edu.pk/admissions/phd/phd-admission-dates-to-remember/,https://nust.edu.pk/admissions/fee-structure/
NUST,Islamabad,School Of  Interdisciplinary Engineering & Sciences,PhD,PHD CLIMATE CHANGE & SUSTAINABLE DEVELOPMENT,MS/MPhil (18 years of education) in a relevant discipline from an HEC recognized institution,NET (PhD) / GAT (Subject) / Interview,General PhD,380000,"June 30, 2026",https://nust.edu.pk/admissions/phd/phd-admission-dates-to-remember/,https://nust.edu.pk/admissions/fee-structure/
